,date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,sma5,sma20,sma100,sma200
0,2018-08-10,361000,142000,18918,34011,64700,14500,127000,,47520,,931.54,13.18,1.44,,,,,,,,,,
1,2018-08-13,356000,137600,15711,32602,64400,14350,122500,,47380,,909.24,-22.3,-2.39,,,,,,,,,,
2,2018-08-14,385000,143300,15736,32081,67200,14350,123500,,49280,,944.79,35.55,3.91,,,,,,,,,,
3,2018-08-16,370500,142700,16115,31716,66400,14300,116000,,47560,,913.26,-31.53,-3.34,,,,,,,,,,
4,2018-08-17,371500,142100,16039,32081,66400,14300,119000,,48100,,922.3,9.04,0.99,,,,,,,924.226,,,
5,2018-08-20,367500,142500,16039,31924,67100,14600,117000,,47140,,911.17,-11.13,-1.21,,,,,,,920.152,,,
6,2018-08-21,375000,151100,16494,31768,66200,15000,123500,,48840,,941.77,30.6,3.36,,,,,,,926.658,,,
7,2018-08-22,371000,146800,16190,31403,67300,14800,120000,,49000,,930.96,-10.81,-1.15,,,,,,,923.892,,,
8,2018-08-23,385500,150000,16367,31507,67800,15000,122500,,49740,,951.73,20.77,2.23,,,,,,,931.586,,,
9,2018-08-24,391000,153700,16216,32133,68400,15000,123500,,49740,,960.5,8.77,0.92,,,,,,,939.226,,,
10,2018-08-27,390000,154800,16847,32498,69700,15250,122500,,50800,,966.14,5.64,0.59,,,,,,,950.22,,,
11,2018-08-28,393500,149100,16468,32185,68300,14200,118500,,50600,,955.76,-10.38,-1.07,,,,,,,953.018,,,
12,2018-08-29,395500,147300,16342,31924,68800,16000,120500,,51400,,963.94,8.18,0.86,,,,,,,959.6139999999999,,,
13,2018-08-30,398000,146500,16418,31924,68900,15700,120000,,50980,,962.19,-1.75,-0.18,,,,,,,961.7060000000001,,,
14,2018-08-31,387500,155900,15988,31455,69700,15100,116500,,51000,,954.02,-8.17,-0.85,,,,,,,960.4100000000001,,,
15,2018-09-03,385500,156000,15079,31403,68300,13500,116500,,48000,,936.26,-17.76,-1.86,,,,,,,954.434,,,
16,2018-09-04,406000,159000,15231,31455,67200,13750,119000,,47280,,951.83,15.57,1.66,,,,,,,953.6479999999999,,,
17,2018-09-05,394000,152500,14902,31142,67100,13150,116000,,46020,,928.87,-22.96,-2.41,,,,,,,946.634,,,
18,2018-09-06,399500,151000,14574,30933,67400,13100,114000,,46660,,929.16,0.29,0.03,,,,,,,940.028,,,
19,2018-09-07,414500,148100,14574,31037,66400,12900,113000,,48560,,942.09,12.93,1.39,,,,,,,937.642,940.376,,
20,2018-09-10,423500,150800,14094,31559,66600,12650,113500,,49440,,953.88,11.79,1.25,,,,,,,941.1659999999999,941.493,,
21,2018-09-11,425000,153300,14650,31507,66300,12500,112500,,49360,,955.73,1.85,0.19,,,,,,,941.9459999999999,943.8175000000001,,
22,2018-09-12,423500,153500,14751,31559,66400,12500,115000,,47900,,951.92,-3.81,-0.4,,,,,,,946.5559999999999,944.174,,
23,2018-09-13,435000,150600,14751,31924,65900,12800,117000,,46380,,955.28,3.36,0.35,,,,,,,951.78,946.275,,
24,2018-09-14,432500,144300,14827,31976,65800,12350,116000,,44100,,937.44,-17.84,-1.87,,,,,,,950.85,947.0319999999999,,
25,2018-09-17,430000,145900,14827,32133,65300,11550,113500,,44400,,933.41,-4.03,-0.43,,,,,,,946.756,948.144,,
26,2018-09-18,432500,144800,14700,32029,69200,11550,111000,,44240,,929.8,-3.61,-0.39,,,,,,,941.5699999999999,947.5455,,
27,2018-09-19,441000,150300,14599,31924,70600,11550,112000,,43860,,939.96,10.16,1.09,,,,,,,939.1779999999999,947.9955,,
28,2018-09-20,444500,151800,14650,31924,69800,11450,117500,,43820,,951.67,11.71,1.25,,,,,,,938.4559999999999,947.9925000000001,,
29,2018-09-21,449000,154900,15509,31663,71000,11850,119000,,44680,,964.86,13.19,1.39,,,,,,,943.9399999999999,948.2105000000001,,
30,2018-09-27,438000,146400,15130,31559,68800,12000,118500,,43560,,945.85,-19.01,-1.97,,,,,,,946.4280000000001,947.1959999999999,,
31,2018-09-28,442500,146600,15660,31924,69000,11500,115000,,42760,,938.33,-7.52,-0.8,,,,,,,948.134,946.3245000000001,,
32,2018-10-01,455000,145600,15130,31611,68600,11350,116500,,42800,,945.99,7.66,0.82,,,,,,,949.3399999999999,945.427,,
33,2018-10-02,423500,151600,14523,31298,69000,11400,121000,,42800,,937.53,-8.46,-0.89,,,,,,,946.512,944.1939999999998,,
34,2018-10-04,433000,149100,14498,30411,70900,11600,119500,,42600,,936.18,-1.35,-0.14,,,,,,,940.7760000000001,943.3019999999999,,
35,2018-10-05,417000,148500,14624,30829,71200,11100,117500,,42580,,921.91,-14.27,-1.52,,,,,,,935.9879999999999,942.5844999999999,,
36,2018-10-08,420500,148300,14170,30829,69500,11100,122500,,43900,,938.4,16.49,1.79,,,,,,,936.0020000000001,941.9129999999999,,
37,2018-10-10,420000,142600,13185,29994,69200,10550,126000,,41820,,927.95,-10.45,-1.11,,,,,,,932.394,941.867,,
38,2018-10-11,404500,138100,12478,28325,65800,9990,126000,,39480,,897.88,-30.07,-3.24,,,,,,,924.4639999999999,940.3030000000001,,
39,2018-10-12,418000,145200,12478,27751,69600,10000,121000,,41340,,911.3,13.42,1.49,,,,,,,919.4879999999999,938.7635,,
40,2018-10-15,411500,139900,12099,27386,68500,10000,114000,,41100,,886.22,-25.08,-2.75,,,,,,,912.35,935.3804999999999,,
41,2018-10-16,421500,139000,12957,27438,70500,10100,114500,,41380,,897.27,11.05,1.25,,,,,,,904.124,932.4574999999999,,
42,2018-10-17,416000,142500,12629,27908,70800,10550,112000,,41680,,894.19,-3.08,-0.34,,,,,,,897.3720000000001,929.5710000000001,,
43,2018-10-18,416000,142500,12604,27490,72800,10500,114500,,41400,,898.18,3.99,0.45,,,,,,,897.432,926.716,,
44,2018-10-19,422000,147000,13008,26656,73500,10150,114000,,42600,,911.27,13.09,1.46,,,,,,,897.426,925.4074999999999,,
45,2018-10-22,426500,151000,13008,26499,72700,10350,114000,,43000,,919.47,8.2,0.9,,,,,,,904.076,924.7104999999999,,
46,2018-10-23,425000,147500,12402,25821,72500,10250,112500,,43520,,913.31,-6.16,-0.67,,,,,,,907.284,923.8860000000001,,
47,2018-10-24,421000,143000,12326,25378,69100,10050,109000,,43000,,895.75,-17.56,-1.92,,,,,,,907.5959999999999,921.6755,,
48,2018-10-25,425500,140700,12174,25091,69800,9960,108500,,43560,,897.25,1.5,0.17,,,,,,,907.4099999999999,918.9545,,
49,2018-10-26,409500,137000,11215,23735,67700,9690,100000,,41800,,852.94,-44.31,-4.94,,,,,,,895.744,913.3584999999999,,
50,2018-10-29,404000,128700,10053,22117,66400,9550,91800,,41520,,820.13,-32.81,-3.85,,,,,,,875.876,907.0725,,
51,2018-10-30,420500,130200,10785,23317,64000,9270,106500,,41260,,860.66,40.53,4.94,,,,,,,865.3459999999999,903.189,,
52,2018-10-31,429500,128100,11922,23917,65200,9300,112000,,41120,,878.79,18.13,2.11,,,,,,,861.9540000000001,899.8290000000001,,
53,2018-11-01,431000,121900,11644,24621,65200,9250,109500,,40420,,868.49,-10.3,-1.17,,,,,,,856.202,896.3770000000001,,
54,2018-11-02,443500,132500,12326,25143,67200,9620,115000,,41300,,902.66,34.17,3.93,,,,,,,866.146,894.701,,
55,2018-11-05,452500,138400,11922,25091,66800,9690,117500,,40020,,908.75,6.09,0.67,,,,,,,883.8699999999999,894.043,,
56,2018-11-06,449000,138700,12225,25195,69000,9490,116000,,40320,,906.34,-2.41,-0.27,,,,,,,893.006,892.4399999999999,,
57,2018-11-07,450000,122300,11846,24334,67200,9540,114500,,39400,,887.06,-19.28,-2.13,,,,,,,894.6600000000001,890.3955,,
58,2018-11-08,438000,125000,11366,25482,64700,9550,116000,,41000,,892.22,5.16,0.58,,,,,,,899.4060000000002,890.1125,,
59,2018-11-09,440500,125700,11290,25743,63600,9590,118500,,41500,,902.13,9.91,1.11,,,,,,,899.3,889.6539999999999,,
60,2018-11-12,447500,126400,10331,26812,61400,9500,122500,,37240,,894.46,-7.67,-0.85,,,,,,,896.442,890.066,,
61,2018-11-13,447000,125800,10886,27595,61400,9330,123000,,36980,,894.08,-0.38,-0.04,,,,,,,893.99,889.9065,,
62,2018-11-14,458000,121300,11290,27647,61000,9120,125000,,37340,,904.44,10.36,1.16,,,,,,,897.466,890.4189999999999,,
63,2018-11-15,473500,128400,11366,28377,61300,9170,125500,,37820,,921.68,17.24,1.91,,,,,,,903.358,891.5939999999998,,
64,2018-11-16,466000,128700,11947,28534,61200,9250,122500,,37680,,914.25,-7.43,-0.81,,,,,,,905.7819999999999,891.743,,
65,2018-11-19,467500,135700,12629,29003,60400,9570,123000,,37460,,922.57,8.32,0.91,,,,,,,911.4040000000001,891.8979999999999,,
66,2018-11-20,476000,132500,12932,28429,60200,9450,124000,,37640,,927.37,4.8,0.52,,,,,,,918.0620000000001,892.601,,
67,2018-11-21,475500,132500,12528,29890,61200,9390,119500,,36960,,917.21,-10.16,-1.1,,,,,,,920.616,893.674,,
68,2018-11-22,479000,131800,12957,29733,59700,9260,122000,,36620,,920.17,2.96,0.32,,,,,,,920.314,894.8199999999999,,
69,2018-11-23,474000,133600,12806,28638,59700,9170,123500,,36720,,919.36,-0.81,-0.09,,,,,,,921.336,898.141,,
70,2018-11-26,493000,134200,12856,28951,59700,9170,125000,,38860,,946.14,26.78,2.91,,,,,,,926.05,904.4414999999999,,
71,2018-11-27,485000,139700,13160,29473,62600,9080,126000,,39180,,952.02,5.88,0.62,,,,,,,930.9799999999999,909.0094999999999,,
72,2018-11-28,505000,140100,13968,29681,62400,9110,129000,,39400,,974.72,22.7,2.38,,,,,,,942.482,913.8059999999999,,
73,2018-11-29,508000,139100,13235,29577,61700,9110,132500,,39400,,980.43,5.71,0.59,,,,,,,954.534,919.403,,
74,2018-11-30,512000,141000,13109,30098,60900,9070,130500,,38400,,974.47,-5.96,-0.61,,,,,,,965.5559999999999,922.9935000000002,,
75,2018-12-03,494500,145000,13564,30307,62000,9050,127000,,38660,,962.22,-12.25,-1.26,,,,,,,968.7719999999999,925.667,,
76,2018-12-04,492500,141100,13412,30151,61100,9020,124500,,38800,,953.02,-9.2,-0.96,,,,,,,968.972,928.001,,
77,2018-12-05,498000,139400,13084,29681,60600,8850,125500,,37840,,950.66,-2.36,-0.25,,,,,,,964.1599999999999,931.1809999999999,,
78,2018-12-06,486500,138100,12452,28638,60000,9010,110500,,38000,,909.72,-40.94,-4.31,,,,,,,950.018,932.0560000000002,,
79,2018-12-07,488500,143000,12781,28690,59900,8980,112500,,37220,,914.95,5.23,0.57,,,,,,,938.1139999999999,932.6970000000001,,
80,2018-12-10,497500,141600,11543,28690,56900,8690,105500,,34400,,885.34,-29.61,-3.24,,,,,,,922.7379999999999,932.2410000000002,,
81,2018-12-11,497500,133500,11543,28951,56300,8420,103500,,34940,,879.09,-6.25,-0.71,,,,,,,907.952,931.4915000000001,,
82,2018-12-12,503000,135900,12427,29003,56600,8460,105500,,36400,,898.57,19.48,2.22,,,,,,,897.534,931.1980000000001,,
83,2018-12-13,509000,137700,12452,29890,58300,8490,109000,,37360,,916.59,18.02,2.01,,,,,,,898.908,930.9435000000001,,
84,2018-12-14,500000,123800,11518,29994,56700,8120,106000,,36260,,888.05,-28.54,-3.11,,,,,,,893.528,929.6335000000001,,
85,2018-12-17,480000,124000,11846,29838,57300,7840,107500,,35560,,876.77,-11.28,-1.27,,,,,,,891.814,927.3435000000002,,
86,2018-12-18,477000,121700,11871,29368,56400,7970,108500,,35780,,875.7,-1.07,-0.12,,,,,,,891.1360000000001,924.7599999999999,,
87,2018-12-19,482500,131000,11669,29733,60400,7920,110500,,37000,,897.69,21.99,2.51,,,,,,,890.96,923.784,,
88,2018-12-20,467500,129600,11594,29212,60200,7870,109000,,38000,,888.55,-9.14,-1.02,,,,,,,885.3520000000001,922.2030000000001,,
89,2018-12-21,480000,132300,12957,29577,61100,7900,114500,,40580,,927.17,38.62,4.35,,,,,,,893.176,922.5935000000002,,
90,2018-12-24,476500,132000,12957,29890,61000,8100,114000,,41600,,930.83,3.66,0.39,,,,,,,903.988,921.8280000000001,,
91,2018-12-26,473500,132500,12553,29055,60900,8020,110000,,40880,,916.33,-14.5,-1.56,,,,,,,912.1139999999999,920.0435000000001,,
92,2018-12-27,484000,130600,12427,29733,59300,8100,115000,,40360,,929.26,12.93,1.41,,,,,,,918.4280000000001,917.7705,,
93,2018-12-28,466500,129000,13109,29890,59800,8200,111500,,41580,,919.07,-10.19,-1.1,,,,,,,924.5319999999999,914.7025,,
94,2019-01-02,467000,125000,15458,29890,57100,8190,106000,,40660,,902.1,-16.97,-1.85,,,,,,,919.518,911.0840000000001,,
95,2019-01-03,454500,123100,15407,29942,56600,8190,104000,,40600,,887.44,-14.66,-1.63,,,,,,,910.8400000000001,907.345,,
96,2019-01-04,464000,125100,17756,29629,57600,8300,108500,,39800,,904.03,16.59,1.87,,,,,,,908.3799999999999,904.8955,,
97,2019-01-07,472500,125300,18287,31246,57700,8560,110500,,41000,,921.18,17.15,1.9,,,,,,,906.7639999999999,903.4215,,
98,2019-01-08,469000,121900,18716,30985,56300,8580,109000,,39920,,908.14,-13.04,-1.42,,,,,,,904.5780000000001,903.3425,,
99,2019-01-09,474500,121700,18691,31663,56800,8690,112000,,42380,,930.03,21.89,2.41,,,,,,,910.164,904.0965,921.1174000000001,
100,2019-01-10,472000,115000,19499,31298,56500,8750,114000,,41220,,923.52,-6.51,-0.7,,,,,,,917.3799999999999,906.0054999999999,921.0372,
101,2019-01-11,489500,113900,19398,31716,55500,8790,115500,,40660,,932.58,9.06,0.98,,,,,,,923.0899999999999,908.68,921.2706,
102,2019-01-14,482500,108400,18843,31559,55000,8740,113000,,39060,,912.13,-20.45,-2.19,,,,,,,921.28,909.358,920.944,
103,2019-01-15,475500,111800,19247,31194,54900,8610,112000,,38420,,905.07,-7.06,-0.77,,,,,,,920.6659999999999,908.7819999999999,920.8620999999999,
104,2019-01-16,465500,111500,19171,31298,56500,8550,109500,,38040,,893.7,-11.37,-1.26,,,,,,,913.4,909.0645000000001,920.5761,
105,2019-01-17,480500,109600,19474,32342,55400,8500,109500,,36280,,892.63,-1.07,-0.12,,,,,,,907.222,909.8574999999998,920.3906999999999,
106,2019-01-18,498000,113800,18666,31976,54200,8700,106000,,37440,,902.55,9.92,1.11,,,,,,,901.216,911.2,919.9984999999999,
107,2019-01-21,498000,111500,18009,31037,53800,8610,103500,,37160,,891.54,-11.01,-1.22,,,,,,,897.098,910.8924999999999,919.6043000000001,
108,2019-01-22,496000,111300,18312,31403,54100,8620,106000,,37720,,898.95,7.41,0.83,,,,,,,895.874,911.4125,919.0765000000001,
109,2019-01-23,484000,110700,18540,30933,54000,8610,107500,,37620,,892.89,-6.06,-0.67,,,,,,,895.7119999999999,909.6984999999999,918.4004000000001,
110,2019-01-24,473500,109300,17883,30724,53500,8610,106500,,38300,,885.49,-7.4,-0.83,,,,,,,894.284,907.4315,917.5939,
111,2019-01-25,467000,110700,18792,30933,54000,8650,110000,,40040,,901.08,15.59,1.76,,,,,,,893.99,906.6689999999999,917.0470999999999,
112,2019-01-28,463500,112200,19398,30724,53600,8830,111500,,39640,,900.92,-0.16,-0.02,,,,,,,895.866,905.2520000000001,916.4168999999998,
113,2019-01-29,465500,110100,19550,30933,56200,8840,110500,,39020,,896.92,-4.0,-0.44,,,,,,,895.46,904.1445,915.7642000000001,
114,2019-01-30,467500,110900,20055,30568,56400,9000,110000,,38860,,898.76,1.84,0.21,,,,,,,896.634,903.9775,915.2116000000001,
115,2019-01-31,468500,114600,19221,30777,55900,8950,107000,,38660,,893.62,-5.14,-0.57,,,,,,,898.26,904.2864999999999,914.7851999999999,
116,2019-02-01,474000,112900,18893,35211,56300,9000,109500,,37800,,902.13,8.51,0.95,,,,,,,898.4699999999999,904.1915000000001,914.2882000000001,
117,2019-02-07,462500,114800,18236,35576,57800,8960,109500,,39900,,907.65,5.52,0.61,,,,,,,899.816,903.515,914.0759999999999,
118,2019-02-08,463500,122500,18565,35263,57500,9040,119000,,39660,,928.94,21.29,2.35,,,,,,,906.22,904.5550000000001,914.0738,
119,2019-02-11,452500,120200,17908,33489,57300,8930,119000,,40000,,918.8,-10.14,-1.09,,,,,,,910.2279999999998,903.9934999999999,913.8408999999999,
120,2019-02-12,433500,118900,17479,32602,56500,8930,118000,,39400,,899.85,-18.95,-2.06,,,,,,,911.4739999999999,902.8100000000001,913.3006000000001,
121,2019-02-13,433000,120800,18438,33593,56800,8860,123500,,40380,,919.66,19.81,2.2,,,,,,,914.9799999999999,902.164,912.9398999999999,
122,2019-02-14,448000,122400,17681,37610,58000,8720,124000,,40580,,937.03,17.37,1.89,,,,,,,920.8560000000001,903.409,912.7909999999999,
123,2019-02-15,445500,119800,17403,37662,59100,8720,119000,,37840,,910.64,-26.39,-2.82,,,,,,,917.1959999999999,903.6875,912.3445999999999,
124,2019-02-18,447000,122900,18211,38862,59300,8790,119500,,37620,,915.92,5.28,0.58,,,,,,,916.6200000000001,904.7984999999999,912.1294,
125,2019-02-19,446500,119800,20308,39279,59700,8800,117000,,37620,,912.14,-3.78,-0.41,,,,,,,919.0780000000001,905.774,911.9167000000001,
126,2019-02-20,441500,122500,20611,39279,59700,8800,115000,,38100,,909.14,-3.0,-0.33,,,,,,,916.9739999999999,906.1034999999999,911.7101000000001,
127,2019-02-21,444000,121400,20737,38497,59000,8810,118500,,37600,,914.09,4.95,0.54,,,,,,,912.3860000000001,907.2310000000001,911.4514,
128,2019-02-22,430500,122300,20964,39123,60400,9080,118500,,37600,,906.88,-7.21,-0.79,,,,,,,911.634,907.6274999999999,911.0035,
129,2019-02-25,432500,121900,21747,39436,62000,9110,121500,,37940,,918.53,11.65,1.28,,,,,,,912.156,908.9095000000001,910.5402,
130,2019-02-26,443000,121500,21368,40479,62300,8930,122000,,38840,,931.4,12.87,1.4,,,,,,,916.008,911.2049999999999,910.3956999999999,
131,2019-02-27,449500,122400,25713,40166,62000,9090,122000,,37100,,935.37,3.97,0.43,,,,,,,921.2539999999999,912.9195,910.3661,
132,2019-02-28,461000,121800,24702,38601,61300,8830,118000,,36020,,921.98,-13.39,-1.43,,,,,,,922.832,913.9725000000001,910.1260000000001,
133,2019-03-04,448000,116500,24702,40688,63000,8930,115500,,33480,,895.35,-26.63,-2.89,,,,,,,920.5260000000001,913.894,909.7042,
134,2019-03-05,445000,117200,24248,40375,62800,8930,112000,,33940,,888.34,-7.01,-0.78,,,,,,,914.488,913.3729999999999,909.2257999999998,
135,2019-03-06,449500,118000,24601,41783,65200,8950,113000,,33360,,892.98,4.64,0.52,,,,,,,906.8040000000001,913.341,908.9365000000001,
136,2019-03-07,440000,111700,23768,42879,64200,8970,112500,,33860,,885.46,-7.52,-0.84,,,,,,,896.8220000000001,912.5074999999999,908.4070999999999,
137,2019-03-08,430500,114500,24399,42200,61500,8930,113000,,34060,,884.43,-1.03,-0.12,,,,,,,889.3119999999999,911.3465,907.9719,
138,2019-03-11,435000,109800,25460,44652,62500,8900,113500,,36460,,904.94,20.51,2.32,,,,,,,891.2299999999999,910.1465000000001,908.0425,
139,2019-03-12,441000,110600,25309,44496,62000,8900,114000,,36820,,910.09,5.15,0.57,,,,,,,895.5799999999999,909.711,908.0304000000001,
140,2019-03-13,438500,102200,25965,44496,62100,9000,114000,,36900,,904.52,-5.57,-0.61,,,,,,,897.8880000000001,909.9445,908.2134000000001,
141,2019-03-14,437500,102800,25410,44444,60900,9000,115500,,35980,,899.51,-5.01,-0.55,,,,,,,900.698,908.9370000000001,908.2358,
142,2019-03-15,444500,103800,24753,44861,59600,8980,120000,,37060,,918.81,19.3,2.15,,,,,,,907.574,908.0259999999998,908.482,
143,2019-03-18,448000,104700,25915,46687,60000,9160,120500,,36780,,924.79,5.98,0.65,,,,,,,911.5439999999999,908.7334999999999,908.7481000000001,
144,2019-03-19,449000,102400,26016,44809,60000,9190,118500,,34600,,903.63,-21.16,-2.29,,,,,,,910.2519999999998,908.119,908.6717,
145,2019-03-20,454500,102400,25006,46061,61700,9080,117500,,34080,,901.86,-1.77,-0.2,,,,,,,909.72,907.6050000000001,908.4956,
146,2019-03-21,463000,103500,24298,44861,60500,9080,115500,,32440,,888.96,-12.9,-1.43,,,,,,,907.61,906.5959999999999,908.2521,
147,2019-03-22,478000,102500,24273,43400,59500,8910,115500,,32460,,893.84,4.88,0.55,,,,,,,902.616,905.5835,908.2330000000001,
148,2019-03-25,478500,100000,24096,43244,60000,8610,115000,,31560,,884.89,-8.95,-1.0,,,,,,,894.6360000000001,904.484,908.1094,
149,2019-03-26,481000,102900,24854,45017,60500,8570,121000,,31980,,905.61,20.72,2.34,,,,,,,895.0319999999999,903.838,908.6361,
150,2019-03-27,478500,103100,24702,45017,61000,8600,121000,,32140,,904.87,-0.74,-0.08,,,,,,,895.634,902.5115,909.4834999999999,
151,2019-03-28,498000,102800,25258,44391,60600,8420,124500,,34460,,936.56,31.69,3.5,,,,,,,905.1540000000001,902.5710000000001,910.2425,
152,2019-03-29,496000,104400,25662,46165,61400,8410,125000,,33600,,934.48,-2.08,-0.22,,,,,,,913.2819999999999,903.1959999999999,910.7994,
153,2019-04-01,490500,104700,24955,44548,62400,8650,123500,,33440,,926.16,-8.32,-0.89,,,,,,,921.5359999999998,904.7365,911.3761,
154,2019-04-02,491500,106000,23818,45904,62400,8600,120500,,34140,,926.14,-0.02,0.0,,,,,,,925.642,906.6265,911.6109000000001,
155,2019-04-03,498500,106400,24702,47469,63000,8720,125500,,35880,,955.51,29.37,3.17,,,,,,,935.7700000000001,909.753,912.0785000000001,
156,2019-04-04,498500,104700,26824,46947,61600,8790,124500,,36240,,956.23,0.72,0.08,,,,,,,939.704,913.2915,912.5773999999999,
157,2019-04-05,503000,105900,26218,45800,61700,8960,124000,,36300,,956.9,0.67,0.07,,,,,,,944.1880000000001,916.915,913.2758,
158,2019-04-08,498500,104000,25561,44965,60800,8950,123500,,36340,,950.12,-6.78,-0.71,,,,,,,948.9799999999999,919.174,913.8548,
159,2019-04-09,496000,103500,24930,44913,60300,8940,123000,,36640,,948.26,-1.86,-0.2,,,,,,,953.4040000000001,921.0824999999999,914.3161,
160,2019-04-10,497500,103900,25233,46217,60900,8980,128000,,36260,,958.99,10.73,1.13,,,,,,,954.1,923.8060000000002,914.9614,
161,2019-04-11,505000,105900,25359,45539,62000,9060,130000,,36660,,970.89,11.9,1.24,,,,,,,957.0319999999999,927.375,915.7294999999999,
162,2019-04-12,506000,105600,25410,46008,62300,9170,132000,,37380,,980.46,9.57,0.99,,,,,,,961.744,930.4575000000001,916.4897,
163,2019-04-15,495000,106500,25561,46321,61700,9130,134500,,37340,,979.99,-0.47,-0.05,,,,,,,967.7180000000001,933.2175000000001,917.0728,
164,2019-04-16,509000,106800,24829,43661,62400,9110,136000,,36720,,982.21,2.22,0.23,,,,,,,974.508,937.1465000000001,917.7524000000001,
165,2019-04-17,500000,105400,24223,43557,62000,9350,135500,,37480,,979.65,-2.56,-0.26,,,,,,,978.6400000000001,941.0360000000001,918.3231999999999,
166,2019-04-18,498500,104000,23793,43818,62000,9250,132500,,36360,,963.85,-15.8,-1.61,,,,,,,977.232,944.7805000000001,918.688,
167,2019-04-19,491000,103600,23818,42774,64300,9440,133000,,36020,,958.7,-5.15,-0.53,,,,,,,972.8799999999999,948.0235,919.1029000000001,
168,2019-04-22,486000,104200,24273,41679,64600,9350,136000,,35060,,954.88,-3.82,-0.4,,,,,,,967.858,951.5229999999999,919.45,
169,2019-04-23,499000,103100,23339,42566,64100,9260,130000,,34520,,945.15,-9.73,-1.02,,,,,,,960.4460000000001,953.5,919.7078999999999,
170,2019-04-24,505000,100800,23389,42513,71600,9470,128000,,34300,,946.28,1.13,0.12,,,,,,,953.7719999999999,955.5705,919.7093,
171,2019-04-25,510000,99000,23364,42513,73000,9290,125500,,33520,,938.01,-8.27,-0.87,,,,,,,948.604,955.643,919.5692,
172,2019-04-26,504000,98700,22707,42461,74400,9190,126000,,34000,,936.88,-1.13,-0.12,,,,,,,944.24,955.7630000000001,919.1908,
173,2019-04-29,511000,98600,24046,42931,73100,9170,127000,,33980,,944.52,7.64,0.82,,,,,,,942.168,956.6809999999999,918.8317,
174,2019-04-30,526000,99800,24248,43818,75500,9080,127500,,34860,,962.43,17.91,1.9,,,,,,,945.624,958.4955,918.7112999999999,
175,2019-05-02,522000,100900,23894,39488,74500,9080,126000,,34200,,948.26,-14.17,-1.47,,,,,,,946.0199999999999,958.133,918.5717,
176,2019-05-03,519000,100600,23894,40636,76000,9230,122500,,34000,,941.13,-7.13,-0.75,,,,,,,946.644,957.3779999999999,918.4528,
177,2019-05-07,501000,101300,22934,41575,77500,9270,122000,,33460,,927.79,-13.34,-1.42,,,,,,,944.826,955.9225,918.2241,
178,2019-05-08,502000,99900,24349,42513,77300,9200,126500,,35100,,949.69,21.9,2.36,,,,,,,945.86,955.9010000000001,918.6238000000001,
179,2019-05-09,490000,96400,23313,41783,75200,8960,123500,,33560,,921.21,-28.48,-3.0,,,,,,,937.616,954.5485000000001,918.6864,
180,2019-05-10,502000,100500,23642,41470,75800,8720,131000,,33940,,947.37,26.16,2.84,,,,,,,937.4379999999999,953.9675,919.3067000000001,
181,2019-05-13,511000,99800,24500,41053,73500,8620,129000,,35800,,960.82,13.45,1.42,,,,,,,941.376,953.4639999999999,920.1239999999999,
182,2019-05-14,500000,98500,23768,39801,74600,8830,123000,,35620,,937.0,-23.82,-2.48,,,,,,,943.2180000000001,951.2909999999999,920.5083,
183,2019-05-15,498500,99600,24324,40844,74000,9230,118000,,36500,,934.65,-2.35,-0.25,,,,,,,940.21,949.024,920.6889,
184,2019-05-16,500000,101200,23162,42253,74000,9340,118000,,36460,,936.56,1.91,0.2,,,,,,,943.2800000000001,946.7414999999999,921.1740000000001,
185,2019-05-17,493500,99700,22353,41731,73300,9450,117500,,36480,,930.36,-6.2,-0.66,,,,,,,939.8779999999999,944.277,921.7099000000001,
186,2019-05-20,484500,97000,21116,40636,72700,9020,114500,,36120,,913.12,-17.24,-1.85,,,,,,,930.3380000000001,941.7405000000001,922.0841,
187,2019-05-21,485000,100000,21318,41209,70500,8910,114000,,38000,,925.75,12.63,1.38,,,,,,,928.0880000000001,940.0930000000001,922.3647,
188,2019-05-22,487000,98300,21368,40062,71500,9100,115500,,39080,,934.81,9.06,0.98,,,,,,,928.1200000000001,939.0895,922.8272999999999,
189,2019-05-23,491000,97400,20106,39123,70500,9230,112000,,38940,,923.12,-11.69,-1.25,,,,,,,925.432,937.9879999999999,922.7868,
190,2019-05-24,475000,96400,17580,38080,70000,9060,113500,,38900,,913.26,-9.86,-1.07,,,,,,,922.012,936.3370000000001,922.6111,
191,2019-05-27,480000,93000,17176,38288,68600,8880,112000,,38180,,904.77,-8.49,-0.93,,,,,,,920.342,934.675,922.4954999999999,
192,2019-05-28,474500,96300,17504,38080,67900,8940,112500,,39880,,916.57,11.8,1.3,,,,,,,918.506,933.6595000000001,922.3686,
193,2019-05-29,480000,94500,17504,38393,67100,8690,109500,,39000,,906.32,-10.25,-1.12,,,,,,,912.808,931.7495000000001,922.2410999999998,
194,2019-05-30,476500,96700,17403,38236,67900,8610,113000,,39280,,914.24,7.92,0.87,,,,,,,911.0319999999999,929.3400000000001,922.3625,
195,2019-05-31,477000,97700,17403,37767,67600,8630,114500,,39540,,919.34,5.1,0.56,,,,,,,912.2479999999999,927.8939999999999,922.6814999999999,
196,2019-06-03,465000,98600,16999,38340,67000,8660,120000,,39780,,924.8,5.46,0.59,,,,,,,916.2540000000001,927.0775000000001,922.8892,
