date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2019-09-11,544000,94700,16014,32133,58200,7350,98300,,39080,,899.35,2.28,0.25,,,,,,
2019-09-16,528000,95500,15837,31872,57800,7450,99000,,38400,,889.67,-9.68,-1.08,,,,,,
2019-09-17,522000,95200,15357,31924,57900,7680,99000,,38460,,887.04,-2.63,-0.3,,,,,,
2019-09-18,524000,94300,15610,32967,57200,7870,98200,,38760,,888.64,1.6,0.18,,,,,,
2019-09-19,525000,94000,15711,32394,56700,7860,95700,,39200,,885.06,-3.58,-0.4,,,,,,
2019-09-20,521000,95500,15433,32707,57800,7900,95700,,39420,,887.1,2.04,0.23,,,,,,
2019-09-23,522000,95400,15938,33124,56800,7820,97900,,39120,,890.23,3.13,0.35,,,,,,
2019-09-24,527000,96200,15761,32967,56300,7800,98000,,39260,,893.93,3.7,0.42,,,,,,
2019-09-25,522000,94200,15382,32811,55400,7700,95100,,39420,,881.77,-12.16,-1.36,,,,,,
2019-09-26,530000,94300,15584,33020,54700,7440,95400,,39660,,887.21,5.44,0.62,,,,,,
2019-09-27,523000,94600,15332,32707,54400,7350,94100,,39800,,880.94,-6.27,-0.71,,,,,,
2019-09-30,521000,93300,15534,32498,55200,7380,94500,,39600,,879.7,-1.24,-0.14,,,,,,
2019-10-01,526000,94500,15635,33020,56100,7260,96600,,40180,,892.84,13.14,1.49,,,,,,
2019-10-02,510000,94800,15155,32811,55800,7280,92400,,41080,,882.6,-10.24,-1.15,,,,,,
2019-10-04,506000,93500,15029,32550,54000,7290,87400,,40600,,863.76,-18.84,-2.13,,,,,,
2019-10-07,511000,93800,15155,32081,53000,7480,91600,,39800,,869.37,5.61,0.65,,,,,,
2019-10-08,521000,94100,15913,31872,53400,7460,95700,,39980,,884.76,15.39,1.77,,,,,,
2019-10-10,521000,93400,14852,32029,53400,7430,96200,,39940,,883.62,-1.14,-0.13,,,,,,
2019-10-11,516000,90800,15003,31924,52900,7440,92800,,40160,,872.21,-11.41,-1.29,,,,,,
2019-10-14,518000,91900,14321,32029,54300,7300,92100,,39920,,870.53,-1.68,-0.19,,,,,,
2019-10-15,517000,91800,14195,31716,53900,7240,92200,,39540,,867.18,-3.35,-0.38,,,,,,
2019-10-16,506000,91300,13867,31298,53500,7310,90400,,40000,,859.48,-7.7,-0.89,,,,,,
2019-10-17,516000,90600,13917,31090,53500,7340,91400,,41340,,872.95,13.47,1.57,,,,,,
2019-10-18,515000,90500,13639,30672,52800,7100,89600,,41500,,867.46,-5.49,-0.63,,,,,,
2019-10-21,534000,90800,13185,30411,52700,7170,90400,,41600,,876.25,8.79,1.01,,,,,,
2019-10-22,524000,99600,13109,30620,53000,7140,90200,,41400,,878.24,1.99,0.23,,,,,,
2019-10-23,523000,100000,13134,30151,51800,7040,88600,,41100,,870.29,-7.95,-0.91,,,,,,
2019-10-24,529000,99600,13084,30829,51000,7100,87000,,41660,,873.5,3.21,0.37,,,,,,
2019-10-25,523000,100200,12856,30724,49650,7120,87500,,42600,,876.39,2.89,0.33,,,,,,
2019-10-28,513000,98000,12957,30464,47950,7060,87100,,42500,,867.98,-8.41,-0.96,,,,,,
2019-10-29,513000,96600,13412,30098,48200,7080,86400,,42400,,865.36,-2.62,-0.3,,,,,,
2019-10-30,519000,93000,13412,29890,48400,7190,88000,,43760,,878.04,12.68,1.47,,,,,,
2019-10-31,516000,98300,13286,30098,48000,7200,89900,,43320,,881.08,3.04,0.35,,,,,,
2019-11-01,538000,97100,13235,31090,50000,7210,88900,,44000,,893.54,12.46,1.41,,,,,,
2019-11-04,539000,99000,13917,31455,50300,7360,91800,,43000,,898.87,5.33,0.6,,,,,,
2019-11-05,549000,99400,14018,31663,50300,7360,91800,,41580,,895.64,-3.23,-0.36,,,,,,
2019-11-06,539000,99200,14599,32602,50800,7320,94100,,40600,,894.01,-1.63,-0.18,,,,,,
2019-11-07,540000,97000,14220,32289,50300,7330,92700,,39380,,880.83,-13.18,-1.47,,,,,,
2019-11-08,529000,99800,14347,33489,50800,7400,94000,,39980,,886.85,6.02,0.68,,,,,,
2019-11-11,522000,98000,13917,33228,51000,7440,91100,,40800,,879.38,-7.47,-0.84,,,,,,
2019-11-12,534000,103200,14321,33437,50200,7440,92700,,41200,,895.24,15.86,1.8,,,,,,
2019-11-13,523000,103700,14119,33280,49300,7370,88800,,40960,,878.92,-16.32,-1.82,,,,,,
2019-11-14,526000,103000,14018,32915,48650,7150,88900,,39800,,871.78,-7.14,-0.81,,,,,,
2019-11-15,549000,102300,14195,33228,50400,7170,90000,,39680,,885.22,13.44,1.54,,,,,,
2019-11-18,553000,103600,14372,33698,50000,7250,90100,,38320,,880.9,-4.32,-0.49,,,,,,
2019-11-19,561000,102000,13943,33854,50000,7280,87800,,37500,,871.62,-9.28,-1.05,,,,,,
2019-11-20,556000,100000,13362,33646,49350,7200,87800,,36220,,857.97,-13.65,-1.57,,,,,,
2019-11-21,541000,98500,12932,32655,48100,7640,87000,,35580,,841.13,-16.84,-1.96,,,,,,
2019-11-22,533000,101000,13235,32759,48050,7520,88200,,35580,,843.31,2.18,0.26,,,,,,
2019-11-25,535000,102500,13791,32707,49300,7740,89600,,36120,,854.1,10.79,1.28,,,,,,
2019-11-26,521000,100200,14473,32915,49100,7610,90200,,36240,,850.0,-4.1,-0.48,,,,,,
2019-11-27,505000,100100,14498,34793,48800,7630,89100,,37160,,848.55,-1.45,-0.17,,,,,,
2019-11-28,499000,100300,14145,34741,48700,7670,89000,,36540,,841.99,-6.56,-0.77,,,,,,
2019-11-29,493000,100800,14650,35315,48250,7660,88000,,37060,,841.56,-0.43,-0.05,,,,,,
2019-12-02,487000,99300,15306,35106,47000,7590,89400,,37920,,845.64,4.08,0.48,,,,,,
2019-12-03,485000,100200,15155,35263,47800,7590,88700,,37700,,842.65,-2.99,-0.35,,,,,,
2019-12-04,500000,100900,14624,35315,47700,7400,88700,,38340,,851.64,8.99,1.07,,,,,,
2019-12-05,502000,103000,14271,34585,46700,7490,86800,,38340,,846.92,-4.72,-0.55,,,,,,
2019-12-06,539000,104200,14448,34428,46400,7580,87900,,38800,,869.29,22.37,2.64,,,,,,
2019-12-09,540000,104800,15382,34532,45100,7560,86500,,37900,,861.9,-7.39,-0.85,,,,,,
2019-12-10,540000,104800,15155,34219,46250,7500,87200,,37540,,861.5,-0.4,-0.05,,,,,,
2019-12-11,545000,102700,15963,34167,47400,7420,88300,,36920,,863.32,1.82,0.21,,,,,,
2019-12-12,536000,105200,15887,34115,47450,7420,89200,,38500,,871.79,8.47,0.98,,,,,,
2019-12-13,538000,106500,15963,34741,48500,7420,90300,,38400,,877.48,5.69,0.65,,,,,,
2019-12-16,542000,104400,15458,34689,48300,7410,90500,,37640,,871.93,-5.55,-0.63,,,,,,
2019-12-17,539000,107600,15079,34689,48350,7380,90700,,37800,,873.89,1.96,0.22,,,,,,
2019-12-18,541000,105900,14827,34950,48050,7370,90100,,36900,,866.47,-7.42,-0.85,,,,,,
2019-12-19,533000,107000,15256,35211,48050,7420,89300,,36720,,862.78,-3.69,-0.43,,,,,,
2019-12-20,539000,105600,14776,34480,48000,7450,89200,,36960,,863.54,0.76,0.09,,,,,,
2019-12-23,540000,106200,14953,34063,47900,7380,91900,,37200,,871.38,7.84,0.91,,,,,,
2019-12-24,533000,105300,14902,33646,48050,7320,91700,,36800,,864.33,-7.05,-0.81,,,,,,
2019-12-26,537000,109000,14953,33593,48250,7350,90400,,37700,,872.04,7.71,0.89,,,,,,
2019-12-27,541000,108000,14801,34115,49600,7360,90200,,37380,,872.04,0.0,0.0,,,,,,
2019-12-30,541000,107500,14978,34845,49850,7290,92400,,37040,,876.43,4.39,0.5,,,,,,
2020-01-02,541000,104500,14953,34376,49800,7410,90300,,36480,,864.57,-11.86,-1.35,,,,,,
2020-01-03,565000,103900,15559,34324,50100,7430,90600,,37140,,878.99,14.42,1.67,,,,,,
2020-01-06,579000,100500,14801,33593,48950,7370,87800,,36160,,865.72,-13.27,-1.51,,,,,,
2020-01-07,594000,102500,14877,34689,50600,7500,89100,,36000,,878.45,12.73,1.47,,,,,,
2020-01-08,604000,100800,14044,34272,49350,7410,87300,,36600,,876.24,-2.21,-0.25,,,,,,
2020-01-09,608000,102500,15812,35941,50900,7610,89000,,37220,,893.89,17.65,2.01,,,,,,
2020-01-10,608000,101500,17933,38914,51300,7690,89700,,38300,,909.09,15.2,1.7,,,,,,
2020-01-13,614000,105600,17984,40166,53600,7830,96500,,39700,,942.6,33.51,3.69,,,,,,
2020-01-14,610000,108200,17782,40323,53000,7870,98300,,39860,,947.49,4.89,0.52,,,,,,
2020-01-15,619000,106800,17731,41209,53400,7880,98900,,39000,,947.61,0.12,0.01,,,,,,
2020-01-16,632000,109000,18161,41314,52200,7990,98100,,38020,,947.13,-0.48,-0.05,,,,,,
2020-01-17,631000,107900,18110,39905,52200,8090,95200,,38940,,942.91,-4.22,-0.45,,,,,,
2020-01-20,630000,106100,17100,39644,50500,8500,94600,,36840,,923.66,-19.25,-2.04,,,,,,
2020-01-21,632000,106500,17226,39592,50300,8690,93600,,36360,,918.47,-5.19,-0.56,,,,,,
2020-01-22,643000,108800,17580,39592,50300,8620,94100,,36660,,928.77,10.3,1.12,,,,,,
2020-01-23,646000,108400,18994,39644,49700,8640,96400,,38660,,948.28,19.51,2.1,,,,,,
2020-01-28,644000,104300,18060,38549,48350,8300,91900,,37100,,918.75,-29.53,-3.11,,,,,,
2020-01-29,649000,105700,17302,40270,49100,8030,91100,,37100,,922.53,3.78,0.41,,,,,,
2020-01-30,655000,105000,16443,40479,48350,7700,88900,,36500,,913.55,-8.98,-0.97,,,,,,
2020-01-31,636000,101800,16165,39384,47250,7700,89600,,36320,,900.77,-12.78,-1.4,,,,,,
2020-02-03,640000,101900,16064,39279,47050,7890,90700,,36460,,906.14,5.37,0.6,,,,,,
2020-02-04,656000,102800,16670,40949,48350,8030,91900,,36820,,922.82,16.68,1.84,,,,,,
2020-02-05,657000,102500,15963,40583,47200,7950,90600,,36320,,914.97,-7.85,-0.85,,,,,,
2020-02-06,670000,105500,15938,40688,49300,7870,94400,,37580,,940.46,25.49,2.79,,,,,,
2020-02-07,672000,104400,15938,39488,48000,7790,93500,,38000,,938.06,-2.4,-0.26,,,,,,
2020-02-10,648000,105000,16190,39227,48350,7750,93900,,37860,,930.01,-8.05,-0.86,,,,,,
2020-02-11,644000,107000,16645,39123,48300,7720,94100,,38300,,934.24,4.23,0.45,,,,,,
2020-02-12,650000,107600,16569,38184,47600,7620,94900,,37780,,933.56,-0.68,-0.07,,,,,,
2020-02-13,629000,106300,16721,37610,47300,7880,93400,,38280,,922.15,-11.41,-1.22,,,,,,
2020-02-14,657000,103800,16292,37193,46400,7800,97700,,36200,,927.75,5.6,0.61,,,,,,
2020-02-17,658000,103300,16519,37558,46700,7890,95700,,35840,,922.91,-4.84,-0.52,,,,,,
2020-02-18,655000,102500,16999,37454,46300,7760,94500,,35880,,918.06,-4.85,-0.53,,,,,,
2020-02-19,687000,103800,17731,38705,45600,7790,94300,,36800,,939.42,21.36,2.33,,,,,,
2020-02-20,676000,102000,17226,38653,46250,7870,93100,,36240,,926.8,-12.62,-1.34,,,,,,
2020-02-21,669000,101100,16822,38132,45650,7860,92300,,36200,,918.73,-8.07,-0.87,,,,,,
2020-02-24,663000,100500,16014,38080,43500,7860,90300,,35580,,904.19,-14.54,-1.58,,,,,,
2020-02-25,669000,102500,16872,39123,44400,7800,92100,,36020,,919.25,15.06,1.67,,,,,,
2020-02-26,672000,102200,16872,39749,45150,7780,91100,,35960,,918.31,-0.94,-0.1,,,,,,
2020-02-27,654000,101600,15938,38236,43750,7640,89500,,36040,,901.14,-17.17,-1.87,,,,,,
2020-02-28,649000,97600,15256,36358,41100,7270,88600,,35440,,882.71,-18.43,-2.05,,,,,,
2020-03-02,661000,99200,15812,38340,41750,7300,88300,,35420,,892.46,9.75,1.1,,,,,,
2020-03-03,679000,99500,15660,37714,41550,7350,88000,,35120,,895.44,2.98,0.33,,,,,,
2020-03-04,720000,99400,16266,39436,42350,7400,94300,,35780,,935.2,39.76,4.44,,,,,,
2020-03-05,711000,101000,15963,39540,43500,7470,96300,,36040,,940.67,5.47,0.58,,,,,,
2020-03-06,700000,100000,15332,40323,45700,7300,92500,,35580,,925.44,-15.23,-1.62,,,,,,
2020-03-09,680000,94600,12680,38810,45650,7160,88400,,33700,,884.75,-40.69,-4.4,,,,,,
2020-03-10,676000,95700,12579,38810,45000,7240,90900,,35200,,900.43,15.68,1.77,,,,,,
2020-03-11,666000,91000,11417,37036,45000,7230,88600,,33920,,873.2,-27.23,-3.02,,,,,,
2020-03-12,641000,87200,11063,34950,43000,6890,87000,,32200,,838.25,-34.95,-4.0,,,,,,
2020-03-13,641000,84000,9623,33802,40300,5790,91800,,32840,,843.46,5.21,0.62,,,,,,
2020-03-16,595000,79000,9295,32915,37500,5940,91400,,33040,,818.97,-24.49,-2.9,,,,,,
2020-03-17,577000,79300,9270,33698,39100,5840,94300,,35320,,838.35,19.38,2.37,,,,,,
2020-03-18,570000,76500,8360,31194,39150,5450,89700,,34020,,805.86,-32.49,-3.88,,,,,,
2020-03-19,530000,71100,7098,28690,37750,4510,90700,,32240,,769.19,-36.67,-4.55,,,,,,
2020-03-20,567000,77700,7830,31194,39300,4590,93500,,33680,,813.84,44.65,5.8,,,,,,
2020-03-23,572000,71200,7123,28638,37200,4010,91900,,31520,,784.05,-29.79,-3.66,,,,,,
2020-03-24,649000,78000,8234,31663,38650,4460,94400,,33140,,845.38,61.33,7.82,,,,,,
2020-03-25,651000,82600,8815,33072,40300,5000,95200,,33600,,858.83,13.45,1.59,,,,,,
2020-03-26,625000,80000,9396,32237,41100,5060,93500,,32920,,838.83,-20.0,-2.33,,,,,,
2020-03-27,622000,81400,9724,31716,41150,5230,93800,,34180,,847.48,8.65,1.03,,,,,,
2020-03-30,624000,83100,9699,33176,42350,5410,93500,,34980,,857.14,9.66,1.14,,,,,,
2020-03-31,652000,84400,10154,35732,43400,5700,93200,,35800,,878.64,21.5,2.51,,,,,,
2020-04-01,618000,81800,10002,35680,48100,5870,93800,,35620,,867.37,-11.27,-1.28,,,,,,
2020-04-02,656000,90800,10886,36932,50900,6100,96600,,38300,,917.39,50.02,5.77,,,,,,
2020-04-03,647000,93000,10659,36984,52900,6480,94700,,38400,,912.69,-4.7,-0.51,,,,,,
2020-04-06,678000,96300,11114,36932,52500,6790,96800,,39600,,939.69,27.0,2.96,,,,,,
2020-04-07,675000,97100,11568,36202,49700,6970,97300,,39980,,940.43,0.74,0.08,,,,,,
2020-04-08,663000,99300,11417,36306,48350,6960,96800,,39040,,928.93,-11.5,-1.22,,,,,,
2020-04-09,655000,98100,11114,35836,47000,7040,96500,,39600,,927.0,-1.93,-0.21,,,,,,
2020-04-10,650000,97500,11543,35993,49500,7020,95000,,39200,,920.37,-6.63,-0.72,,,,,,
2020-04-13,651000,97100,11366,35784,47000,7230,95000,,37140,,905.98,-14.39,-1.56,,,,,,
2020-04-14,656000,98300,11492,36358,50800,7230,95200,,38640,,923.19,17.21,1.9,,,,,,
2020-04-16,655000,98500,11770,38601,52500,7480,96200,,39600,,936.63,13.44,1.46,,,,,,
2020-04-17,649000,103000,12326,38549,52500,7560,96400,,41360,,953.05,16.42,1.75,,,,,,
2020-04-20,642000,103400,11922,38184,53300,6710,94300,,39600,,934.93,-18.12,-1.9,,,,,,
2020-04-21,642000,101200,11619,37871,53300,6710,92500,,39340,,924.55,-10.38,-1.11,,,,,,
2020-04-22,677000,105000,11619,38288,54000,6720,91500,,40060,,942.89,18.34,1.98,,,,,,
2020-04-23,661000,105100,11871,39540,55500,6630,92700,,41040,,949.99,7.1,0.75,,,,,,
2020-04-24,653000,104600,11391,39905,54400,6650,90900,,40220,,935.81,-14.18,-1.49,,,,,,
2020-04-27,630000,106000,11669,40375,54600,7110,92400,,40140,,937.21,1.4,0.15,,,,,,
2020-04-28,648000,106500,11543,39749,58000,7080,95300,,39800,,949.03,11.82,1.26,,,,,,
2020-04-29,643000,107000,11947,39853,58000,7140,95500,,38460,,940.66,-8.37,-0.88,,,,,,
2020-05-04,624000,102500,11821,40114,58400,7480,92500,,38400,,923.31,-17.35,-1.84,,,,,,
2020-05-06,641000,108900,12149,41470,58100,8160,96200,,39460,,952.37,29.06,3.15,,,,,,
2020-05-07,646000,110300,12326,42513,60700,8180,98400,,39860,,967.66,15.29,1.61,,,,,,
2020-05-08,679000,114800,12579,43296,62300,8270,97800,,42000,,996.88,29.22,3.02,,,,,,
2020-05-11,699000,115600,14145,46008,65100,8280,100000,,42000,,1018.49,21.61,2.17,,,,,,
2020-05-12,747000,116400,14574,47104,66400,8520,105500,,43100,,1064.41,45.92,4.51,,,,,,
2020-05-13,721000,111500,14928,48147,66700,8550,104000,,41920,,1043.95,-20.46,-1.92,,,,,,
2020-05-14,753000,113100,15104,50025,66400,8700,94700,,41420,,1034.28,-9.67,-0.93,,,,,,
2020-05-15,745000,112900,14978,48251,66700,9460,93900,,41240,,1026.49,-7.79,-0.75,,,,,,
2020-05-18,727000,110900,14650,46321,64800,9450,94500,,40700,,1010.99,-15.5,-1.51,,,,,,
2020-05-19,732000,109500,15509,44444,62600,9490,95700,,40780,,1011.5,0.51,0.05,,,,,,
2020-05-20,750000,110600,15559,46634,65800,9450,95600,,41960,,1032.22,20.72,2.05,,,,,,
2020-05-21,792000,108300,15938,46374,66200,9430,95200,,41740,,1044.7,12.48,1.21,,,,,,
2020-05-22,790000,106200,15584,46687,67700,9190,94300,,41460,,1042.16,-2.54,-0.24,,,,,,
2020-05-25,812000,107000,16746,47886,69100,9200,96800,,41800,,1063.68,21.52,2.06,,,,,,
2020-05-26,801000,113500,17075,47000,71400,9160,97300,,42200,,1069.64,5.96,0.56,,,,,,
2020-05-27,787000,113000,16696,46374,69600,8900,98600,,41360,,1058.46,-11.18,-1.05,,,,,,
2020-05-28,792000,106400,15685,45226,66900,8800,94800,,40180,,1031.46,-27.0,-2.55,,,,,,
2020-05-29,790000,106000,15812,45539,67000,8750,92300,,40900,,1029.19,-2.27,-0.22,,,,,,
2020-06-01,816000,108000,16190,46478,66900,8930,95500,,41080,,1051.29,22.1,2.15,,,,,,
2020-06-02,810000,108000,16216,46269,67200,9160,95400,,40860,,1048.48,-2.81,-0.27,,,,,,
2020-06-03,792000,108100,16317,44444,64300,9050,97000,,40920,,1045.5,-2.98,-0.28,,,,,,
2020-06-04,800000,107000,16317,44704,65100,8900,95900,,40360,,1042.19,-3.31,-0.32,,,,,,
2020-06-05,805000,108000,16544,43400,64300,8980,97000,,41400,,1050.25,8.06,0.77,,,,,,
2020-06-08,797000,107000,16519,43661,67200,9110,98500,,40420,,1047.94,-2.31,-0.22,,,,,,
2020-06-09,800000,108200,17251,43296,68700,8980,97800,,40500,,1052.03,4.09,0.39,,,,,,
2020-06-10,822000,107200,17403,44861,71700,8760,97500,,40140,,1060.39,8.36,0.79,,,,,,
2020-06-11,825000,106500,16898,45122,74100,8580,97700,,41640,,1070.99,10.6,1.0,,,,,,
2020-06-12,824000,105700,16216,45017,75100,8270,95500,,41200,,1060.94,-10.05,-0.94,,,,,,
2020-06-15,810000,101000,14751,42253,72000,7900,92600,,39380,,1020.82,-40.12,-3.78,,,,,,
2020-06-16,875000,105600,16241,43870,78100,8090,96900,,41820,,1086.02,65.2,6.39,,,,,,
2020-06-17,866000,105000,16292,44078,77600,8070,97700,,41380,,1082.08,-3.94,-0.36,,,,,,
2020-06-18,832000,104300,16089,44444,76300,8130,97200,,41400,,1067.08,-15.0,-1.39,,,,,,
2020-06-19,857000,103400,15887,43974,75800,8200,97200,,41540,,1075.37,8.29,0.78,,,,,,
2020-06-22,888000,103000,16014,44339,76600,8200,95600,,41420,,1082.03,6.66,0.62,,,,,,
2020-06-23,920000,104900,16292,46739,81400,8210,101500,,43600,,1135.35,53.32,4.93,,,,,,
2020-06-24,943000,107000,16898,46217,81700,8300,101000,,43800,,1146.12,10.77,0.95,,,,,,
2020-06-25,912000,102700,17302,44131,78000,8280,97400,,42300,,1107.07,-39.05,-3.41,,,,,,
2020-06-26,909000,105000,21975,43452,76700,8280,97500,,42400,,1110.91,3.84,0.35,,,,,,
2020-06-29,890000,108500,20030,41992,75700,8210,95200,,40900,,1085.62,-25.29,-2.28,,,,,,
2020-06-30,891000,117600,20737,43139,79800,8220,100500,,43600,,1131.17,45.55,4.2,,,,,,
2020-07-01,893000,113000,19221,42200,76800,8170,97100,,41780,,1106.11,-25.06,-2.22,,,,,,
2020-07-02,964000,123000,20181,43139,72700,8300,106000,,43140,,1175.52,69.41,6.28,,,,,,
2020-07-03,944000,123500,19954,42826,72200,8300,106500,,42560,,1165.75,-9.77,-0.83,,,,,,
2020-07-06,995000,136000,20308,43505,77600,8690,116500,,43100,,1225.76,60.01,5.15,,,,,,
2020-07-07,962000,131800,20282,45330,81400,8720,123000,,43740,,1238.7,12.94,1.06,,,,,,
2020-07-08,945000,128800,20308,47104,81000,9000,124500,,43480,,1236.04,-2.66,-0.21,,,,,,
2020-07-09,947000,129000,20484,47052,80600,9360,125500,,44400,,1245.87,9.83,0.8,,,,,,
2020-07-10,944000,129000,19979,46687,80900,9380,127500,,44140,,1246.15,0.28,0.02,,,,,,
2020-07-13,965000,129200,20257,46426,80600,9380,133500,,43400,,1265.77,19.62,1.57,,,,,,
2020-07-14,946000,128500,20080,45069,80200,9350,135000,,43100,,1256.48,-9.29,-0.73,,,,,,
2020-07-15,928000,124300,20358,44548,79100,9000,126500,,42740,,1221.79,-34.69,-2.76,,,,,,
2020-07-16,879000,123300,19727,43557,75300,8700,124000,,41180,,1181.79,-40.0,-3.27,,,,,,
2020-07-17,880000,126900,19600,44026,75200,8780,126500,,40680,,1187.21,5.42,0.46,,,,,,
2020-07-20,859000,125000,18540,42879,74800,9050,129500,,40220,,1180.39,-6.82,-0.57,,,,,,
2020-07-21,859000,124800,19045,43296,77200,8960,129000,,39560,,1177.38,-3.01,-0.26,,,,,,
2020-07-22,861000,124900,18792,42722,76300,9150,126000,,38380,,1161.05,-16.33,-1.39,,,,,,
2020-07-23,811000,126400,18337,42931,73200,8880,125500,,37900,,1139.06,-21.99,-1.89,,,,,,
2020-07-24,802000,125500,18211,42774,77300,8980,124500,,37840,,1135.92,-3.14,-0.28,,,,,,
2020-07-27,785000,121700,18514,42983,76100,8730,125500,,37720,,1136.86,0.94,0.08,,,,,,
2020-07-28,794000,122400,18590,42774,76300,8760,127500,,38460,,1148.64,11.78,1.04,,,,,,
2020-07-29,812000,122700,19045,42513,75000,8640,130500,,38700,,1163.6,14.96,1.3,,,,,,
2020-07-30,825000,122500,18893,42409,74700,8500,125500,,38060,,1154.68,-8.92,-0.77,,,,,,
2020-07-31,811000,120600,18641,42983,76000,8740,128000,,37700,,1152.97,-1.71,-0.15,,,,,,
2020-08-03,844000,124500,18969,44287,75900,8770,127500,,36940,,1170.16,17.19,1.49,,,,,,
2020-08-04,846000,125700,19196,44339,79800,8700,132500,,38040,,1194.46,24.3,2.08,,,,,,
2020-08-05,846000,127300,20055,46008,78900,8810,136000,,39220,,1218.0,23.54,1.97,,,,,,
2020-08-06,854000,126200,19828,45643,77700,8630,140000,,38520,,1223.5,5.5,0.45,,,,,,
2020-08-07,865000,125900,19802,42931,78300,8410,151000,,38100,,1248.93,25.43,2.08,,,,,,
2020-08-10,841000,124900,19802,42513,77500,8460,155000,,37300,,1246.34,-2.59,-0.21,,,,,,
2020-08-11,840000,116800,18944,41627,79600,8570,150000,,37260,,1219.4,-26.94,-2.16,,,,,,
2020-08-12,850000,118900,18287,41053,79100,8490,149500,,37540,,1222.02,2.62,0.21,,,,,,
2020-08-13,897000,117300,18590,40896,79200,8580,149500,,39660,,1253.95,31.93,2.61,,,,,,
2020-08-14,872000,117900,18287,40792,76800,8710,145500,,39280,,1230.02,-23.93,-1.91,,,,,,
2020-08-18,834000,108600,17024,40844,75600,8290,148500,,37600,,1202.15,-27.87,-2.27,,,,,,
2020-08-19,841000,110200,17352,40375,76000,8430,154000,,38420,,1228.85,26.7,2.22,,,,,,
2020-08-20,783000,105900,16670,37871,71400,8010,148000,,36260,,1163.45,-65.4,-5.32,,,,,,
2020-08-21,823000,107200,16544,38132,72000,8000,148000,,36100,,1176.68,13.23,1.14,,,,,,
2020-08-24,841000,110100,16999,38288,72400,8020,152000,,36400,,1201.32,24.64,2.09,,,,,,
2020-08-25,826000,112800,17858,39018,72600,8100,151000,,36940,,1197.91,-3.41,-0.28,,,,,,
2020-08-26,818000,112400,17176,38549,72000,8150,150000,,37140,,1186.39,-11.52,-0.96,,,,,,
2020-08-27,863000,111100,17150,38132,71100,8050,150500,,37100,,1203.67,17.28,1.46,,,,,,
2020-08-28,856000,111600,17277,38132,71500,7930,152500,,36980,,1204.15,0.48,0.04,,,,,,
2020-08-31,825000,111100,18110,38027,73100,8150,166500,,36400,,1223.77,19.62,1.63,,,,,,
2020-09-01,828000,114200,18337,38080,72900,8470,162500,,36300,,1222.87,-0.9,-0.07,,,,,,
2020-09-02,850000,126500,18085,38705,75800,8520,173000,,36560,,1265.96,43.09,3.52,,,,,,
2020-09-03,835000,126100,17756,39384,76200,8400,194500,,36940,,1305.45,39.49,3.12,,,,,,
2020-09-04,813000,128800,18085,41835,76300,8220,197500,,40860,,1344.72,39.27,3.01,,,,,,
2020-09-07,812000,129800,18060,42461,78000,8280,193500,,40700,,1336.1,-8.62,-0.64,1387.28,1400.41,1334.61,3933.0,482400.0,44800000.0
2020-09-08,811000,127900,17858,41679,77700,8190,193000,,40200,,1324.56,-11.54,-0.86,1346.11,1359.7,1321.71,2778.0,326188.0,44600000.0
2020-09-09,791000,125800,17605,41522,75600,8080,189000,,39340,,1298.56,-26.0,-1.96,1315.09,1316.97,1297.43,2274.0,315866.0,43700000.0
2020-09-10,830000,126400,17807,41314,75100,8120,187000,,41220,62400.0,1324.42,25.86,1.99,1320.43,1326.72,1294.67,2727.0,470724.0,44500000.0
2020-09-11,818000,124700,19196,41575,75000,8160,183500,,40280,81100.0,1308.88,-15.54,-1.17,1318.24,1327.39,1297.48,3138.0,299750.0,43900000.0
2020-09-14,830000,122800,20207,41157,74100,8260,181500,,39980,73800.0,1304.41,-4.47,-0.34,1306.67,1306.7,1282.55,2015.0,250359.0,44000000.0
2020-09-15,824000,123000,19525,40844,76300,8250,184500,,40360,67500.0,1311.15,6.74,0.52,1299.96,1316.69,1297.97,1859.0,232229.0,44100000.0
2020-09-16,822000,121800,19449,40583,78800,8440,182500,,40500,66300.0,1308.61,-2.54,-0.19,1316.53,1327.76,1306.2,2267.0,230937.0,43900000.0
2020-09-17,805000,117900,19323,39853,77300,8390,180500,,40360,64600.0,1289.57,-19.04,-1.45,1301.13,1305.3,1284.88,1792.0,220916.0,43200000.0
2020-09-18,821000,118100,20308,40949,79500,8400,186000,,38620,63400.0,1297.77,8.2,0.64,1293.34,1305.38,1282.96,2004.0,272223.0,44100000.0
2020-09-21,804000,115700,19550,39801,79800,8450,188000,,38200,59500.0,1284.43,-13.34,-1.03,1304.75,1308.99,1279.08,2026.0,233246.0,43700000.0
2020-09-22,787000,113800,19095,38340,76400,8420,181000,,38000,55800.0,1254.31,-30.12,-2.35,1294.58,1295.67,1248.45,2276.0,272921.0,42500000.0
2020-09-23,805000,113500,18666,38862,76100,8450,174500,,38460,55800.0,1251.85,-2.46,-0.2,1266.04,1266.79,1218.36,2474.0,316858.0,42300000.0
2020-09-24,787000,111400,18110,37662,73000,8240,167500,,38100,51200.0,1215.58,-36.27,-2.9,1239.41,1249.0,1204.04,2505.0,293270.0,41000000.0
